SMA_200,VWAP,Fib_50,Bullish_Engulfing,Daily_Pivots,MACD,Vol_SMA,Stoch_Buy,Stoch_Sell,Avg_Return_%,Avg_Trades,SOXL_Ret,TQQQ_Ret,SPXL_Ret
True,True,False,False,True,True,False,40,60,73.92211946341885,1.5,57.419213029910885,88.82989508818957,75.5172502721561
True,True,False,False,False,True,True,40,60,73.92211946341885,1.5,57.419213029910885,88.82989508818957,75.5172502721561
True,True,False,False,True,True,True,40,60,73.92211946341885,1.5,57.419213029910885,88.82989508818957,75.5172502721561
False,True,False,False,True,False,False,20,80,73.28087250718988,9.0,-4.737067165376752,105.04099363101842,119.538691055928
False,False,False,False,False,True,False,40,60,71.86101328750499,11.333333333333334,138.35428289494578,-20.56263897083165,97.79139593840081
True,False,False,False,True,False,True,30,70,65.34546177064962,5.5,150.7063553712361,-16.284200590771945,61.614230531484715
True,False,False,False,False,False,True,20,80,64.83322623415873,4.166666666666667,39.19952266257087,85.43409636098582,69.86605967891953
True,True,True,False,True,True,True,40,60,63.76262115740722,0.3333333333333333,0.0,103.5271604502705,87.76070302195113
True,True,True,False,False,True,True,40,60,63.76262115740722,0.3333333333333333,0.0,103.5271604502705,87.76070302195113
True,True,False,False,False,False,True,20,80,62.26460317608792,3.6666666666666665,61.08049372489142,85.43409636098582,40.27921944238653
True,True,True,False,False,True,False,40,60,61.805109555557316,1.0,10.608954496707423,103.5271604502705,71.27921371969401
True,True,True,True,False,False,True,40,60,60.93844688290003,0.16666666666666666,182.8153406487001,0.0,0.0
False,True,True,True,False,False,True,40,60,60.93844688290003,0.16666666666666666,182.8153406487001,0.0,0.0
True,False,False,False,True,True,False,40,60,60.09275068893761,2.1666666666666665,110.9629007300922,9.62583803634014,59.68951330038048
True,True,True,False,True,True,False,40,60,58.26879138998817,0.6666666666666666,0.0,103.5271604502705,71.27921371969401
True,False,True,True,False,False,True,40,60,56.4796130957356,0.5,182.8153406487001,-13.376501361493276,0.0
False,False,True,True,False,False,True,40,60,56.4796130957356,0.5,182.8153406487001,-13.376501361493276,0.0
True,False,False,False,False,False,True,40,60,56.33391916178989,9.0,22.846638882913474,33.89460047487298,112.26051812758323
True,True,False,False,False,True,False,40,60,55.551509763787024,2.0,2.3073839310153943,88.82989508818957,75.5172502721561
False,True,False,False,True,False,True,20,80,55.457412764086854,7.333333333333333,-25.814192471764276,85.94632339266413,106.24010737136072
True,False,False,False,False,True,True,40,60,52.101258655760866,2.1666666666666665,110.9629007300922,9.62583803634014,35.715037200850254
True,False,False,False,True,True,True,40,60,52.101258655760866,2.1666666666666665,110.9629007300922,9.62583803634014,35.715037200850254
True,True,False,False,True,False,False,30,70,51.55978394638324,4.833333333333333,77.04358101696556,0.7396430238119533,76.8961277983722
True,False,False,False,True,False,False,40,60,46.12707105075174,8.833333333333334,-1.197563798426804,8.227688959477074,131.35108799120493
False,True,False,False,False,True,False,40,60,44.36440141296447,8.5,45.69179946910751,13.457468493741477,73.94393627604441
True,True,False,True,False,False,False,40,60,44.34307123634459,1.5,-25.644628894118814,29.657452417202236,129.01639018595037
True,False,False,True,False,False,True,40,60,44.03039097741643,1.3333333333333333,-2.9996892699440725,7.863358061943138,127.22750414025023
True,False,False,True,True,False,True,40,60,42.40916804675008,0.6666666666666666,0.0,0.0,127.22750414025023
True,True,False,True,True,False,True,40,60,42.40916804675008,0.6666666666666666,0.0,0.0,127.22750414025023
False,True,False,False,True,True,False,30,70,42.04893785018219,2.8333333333333335,115.5532463684254,10.189501107937327,0.4040660741838398
True,False,False,True,False,False,False,40,60,41.98351823039984,2.1666666666666665,-25.644628894118814,39.85288215476048,111.74230143055786
False,True,True,False,False,True,False,30,70,41.905654494629026,0.5,23.287881261372934,83.35117239374266,19.07790982877149
False,True,False,False,False,False,False,40,60,41.8001886833765,70.16666666666667,84.48838797884206,23.442088986698906,17.470089084588537
True,True,False,True,False,False,True,40,60,41.40927162343539,1.0,-2.9996892699440725,0.0,127.22750414025023
False,False,False,False,False,True,False,20,80,41.40368944843318,2.3333333333333335,90.3701873022025,17.435267751827134,16.405613291269905
True,True,False,False,False,False,True,40,60,39.20704504100458,8.333333333333334,4.725347409897007,26.20348529894514,86.69230241417158
True,False,False,False,False,False,True,30,70,39.01172720793391,7.5,68.01299736242088,-0.12862053575897203,49.15080479713983
True,False,False,False,True,False,True,40,60,38.42627682412978,8.166666666666666,30.460779887572098,-9.236103851165279,94.05415443598253
True,False,False,False,False,True,False,30,70,37.1674503769589,1.0,65.22232931519272,0.0,46.28002181568398
True,False,False,False,False,True,False,40,60,35.47366489997278,2.6666666666666665,37.10564336319773,9.62583803634014,59.68951330038048
False,False,False,False,False,False,True,30,70,34.179703007184905,35.666666666666664,9.607085036771856,29.971306277087105,62.96071770769576
False,True,True,False,True,True,False,30,70,34.14302740750472,0.3333333333333333,0.0,83.35117239374266,19.07790982877149
False,True,True,False,True,True,True,30,70,34.14302740750472,0.3333333333333333,0.0,83.35117239374266,19.07790982877149
False,True,True,False,False,True,True,30,70,34.14302740750472,0.3333333333333333,0.0,83.35117239374266,19.07790982877149
True,False,False,True,True,False,False,40,60,33.1154561323805,1.1666666666666667,-27.171380192021243,-0.7097555510874876,127.22750414025023
True,True,False,True,True,False,False,40,60,33.1154561323805,1.1666666666666667,-27.171380192021243,-0.7097555510874876,127.22750414025023
True,True,False,False,True,False,True,30,70,31.335349774055558,4.0,39.13247635907169,-2.771822780802302,57.64539574389729
True,True,True,False,True,False,False,20,80,30.77915157209821,1.1666666666666667,-13.750008996498941,25.737070662973814,80.35039304981977
True,True,True,False,True,False,True,20,80,30.77915157209821,1.1666666666666667,-13.750008996498941,25.737070662973814,80.35039304981977
False,True,False,False,False,False,True,20,80,29.631492384632196,17.166666666666668,-44.68614939175656,39.97170234597267,93.60892419968047
True,False,False,False,True,True,False,30,70,26.764486875454363,0.8333333333333334,34.013438810679105,0.0,46.28002181568398
True,False,False,False,True,True,True,30,70,26.764486875454363,0.8333333333333334,34.013438810679105,0.0,46.28002181568398
True,False,False,False,False,True,True,30,70,26.764486875454363,0.8333333333333334,34.013438810679105,0.0,46.28002181568398
False,False,False,False,False,True,False,30,70,25.841913622934637,6.0,100.94368347971981,-21.93079937244835,-1.4871432384675476
True,True,False,False,True,False,False,40,60,25.768332085085436,8.5,-49.094319435507074,8.534351067829625,117.86496462293377
False,True,False,False,False,True,False,30,70,25.677240674889074,3.5,70.98288492186575,6.254900145675624,-0.20606304287416055
False,True,False,False,False,True,True,30,70,25.411099759670456,2.5,50.9859995511611,24.167699324100766,1.0796004037495033
True,True,False,False,False,False,True,30,70,24.770532680991064,6.0,47.950745813919646,-1.602168941168014,27.96302117022156
False,True,True,False,True,False,True,20,80,23.112010084517827,1.5,-13.750008996498941,2.7356462002326554,80.35039304981977
False,False,False,True,False,False,False,20,80,22.884006549961864,5.666666666666667,64.63195086817134,2.6941060706189734,1.3259627110952632
False,True,True,False,True,False,False,20,80,22.84757377291987,1.6666666666666667,-14.54331793129282,2.7356462002326554,80.35039304981977
False,True,False,False,False,False,False,30,70,20.592177555952716,50.5,14.196275738295295,41.1026353050866,6.477621624476249
True,False,False,True,True,False,True,20,80,20.17772047004814,0.16666666666666666,0.0,0.0,60.53316141014442
True,False,False,True,True,False,False,20,80,20.17772047004814,0.16666666666666666,0.0,0.0,60.53316141014442
True,True,False,True,True,False,False,20,80,20.17772047004814,0.16666666666666666,0.0,0.0,60.53316141014442
True,True,False,True,True,False,True,20,80,20.17772047004814,0.16666666666666666,0.0,0.0,60.53316141014442
True,True,False,True,True,False,True,30,70,20.17772047004814,0.16666666666666666,0.0,0.0,60.53316141014442
True,False,False,True,True,False,True,30,70,20.17772047004814,0.16666666666666666,0.0,0.0,60.53316141014442
False,False,False,False,False,True,True,30,70,20.103818170512092,4.0,33.18295492128136,24.167699324100766,2.960800266154151
False,True,False,False,False,True,False,20,80,20.04187213426615,0.8333333333333334,27.854811096028964,32.27080530676949,0.0
True,False,False,True,True,False,False,30,70,19.94113528635231,0.5,0.0,-0.7097555510874876,60.53316141014442
True,True,False,True,True,False,False,30,70,19.94113528635231,0.5,0.0,-0.7097555510874876,60.53316141014442
False,False,False,False,True,False,False,40,60,18.78130901863136,37.333333333333336,74.56832248118911,-44.69260420844725,26.468208783152214
False,False,False,False,True,False,True,30,70,17.618505082655055,17.333333333333332,-10.090715310575128,4.133837715217981,58.812392843322314
True,False,False,True,False,False,False,30,70,15.74885109509504,1.8333333333333333,-19.49843407596473,39.85288215476048,26.89210520648937
False,False,False,False,False,False,True,40,60,15.63099002433772,47.666666666666664,5.128330418185789,-1.3530466342799086,43.11768628910728
True,True,False,False,True,False,True,40,60,14.689754670841527,7.5,-31.755078504768587,-5.587233869554497,81.41157638684766
True,True,False,False,False,True,False,30,70,14.121930363381473,0.3333333333333333,23.287881261372934,0.0,19.07790982877149
True,True,True,False,False,True,False,30,70,14.121930363381473,0.3333333333333333,23.287881261372934,0.0,19.07790982877149
False,False,False,True,False,False,True,40,60,13.967996077444885,3.3333333333333335,18.0260149289154,9.298703493511695,14.579269809907558
False,True,True,False,True,True,False,20,80,13.733794299189075,0.0,0.0,41.20138289756723,0.0
False,True,True,False,True,True,True,20,80,13.733794299189075,0.0,0.0,41.20138289756723,0.0
False,True,True,False,False,True,True,20,80,13.733794299189075,0.0,0.0,41.20138289756723,0.0
False,True,True,False,False,True,False,20,80,13.733794299189075,0.0,0.0,41.20138289756723,0.0
True,True,False,True,False,False,False,30,70,13.366835491115122,1.1666666666666667,-19.49843407596473,29.657452417202236,29.941488132107864
False,False,False,True,False,False,False,40,60,13.02766717730659,9.0,49.317633560945964,-11.636451909379453,1.401819880353261
True,False,False,True,False,False,True,30,70,12.601615398017,0.6666666666666666,0.0,7.863358061943138,29.941488132107864
False,False,False,False,True,False,True,40,60,11.298100570106605,27.166666666666668,8.033334222617516,-41.94540397057362,67.80637145827593
True,False,False,True,False,False,True,20,80,9.980496044035954,0.3333333333333333,0.0,0.0,29.941488132107864
True,True,False,True,False,False,True,20,80,9.980496044035954,0.3333333333333333,0.0,0.0,29.941488132107864
True,True,False,True,False,False,True,30,70,9.980496044035954,0.3333333333333333,0.0,0.0,29.941488132107864
False,False,False,True,False,False,True,30,70,8.971563872660832,2.3333333333333335,19.376411373121872,9.298703493511695,-1.7604232486510663
False,True,False,True,True,False,True,20,80,8.655008362536682,0.8333333333333334,-45.523923864893746,0.0,71.48894895250379
False,False,False,False,True,False,False,30,70,6.85517520039028,22.666666666666668,33.00133474773459,-35.924886422070415,23.489077275506666
False,True,False,False,True,False,False,30,70,6.833846716254093,20.0,-29.796830248046657,16.14552670755849,34.152843689250446
True,True,False,False,True,True,False,30,70,6.359303276257163,0.16666666666666666,0.0,0.0,19.07790982877149
True,True,True,False,False,True,True,30,70,6.359303276257163,0.16666666666666666,0.0,0.0,19.07790982877149
True,True,False,False,False,True,True,30,70,6.359303276257163,0.16666666666666666,0.0,0.0,19.07790982877149
True,True,False,False,True,True,True,30,70,6.359303276257163,0.16666666666666666,0.0,0.0,19.07790982877149
True,True,True,False,True,True,True,30,70,6.359303276257163,0.16666666666666666,0.0,0.0,19.07790982877149
True,True,True,False,True,True,False,30,70,6.359303276257163,0.16666666666666666,0.0,0.0,19.07790982877149
True,True,False,True,False,False,False,20,80,5.689053976272059,1.1666666666666667,-28.574032012892648,15.69970580960096,29.941488132107864
False,True,False,False,True,False,True,30,70,5.194951196955181,15.166666666666666,-17.589621618284955,-0.9405586808411637,34.115033889991665
False,False,False,True,False,False,False,30,70,4.735783142192344,7.0,29.172590744350856,-11.636451909379453,-3.3287894083943725
False,True,False,True,False,False,False,20,80,3.566820847186721,4.5,8.76119431324993,4.957944470287257,-3.018676241977025
True,True,True,True,True,False,False,30,70,2.957512002166622,0.3333333333333333,0.0,8.872536006499864,0.0
False,False,True,True,True,False,False,30,70,2.957512002166622,0.3333333333333333,0.0,8.872536006499864,0.0
False,True,True,True,True,False,False,30,70,2.957512002166622,0.3333333333333333,0.0,8.872536006499864,0.0
True,False,True,True,True,False,False,30,70,2.957512002166622,0.3333333333333333,0.0,8.872536006499864,0.0
True,False,False,True,False,False,False,20,80,2.3628970229465973,1.5,-28.574032012892648,8.770617875243069,26.89210520648937
True,False,True,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
