SMA_200,VWAP,Fib_50,Bullish_Engulfing,Daily_Pivots,MACD,Vol_SMA,Stoch_Buy,Stoch_Sell,Avg_Return_%,Avg_Trades,BTC_Ret,ETH_Ret,SOL_Ret
True,True,False,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,False,True,True,30,70,-0.09121732974500066,1.3333333333333333,4.210866795555579,11.092957305514739,-15.57747609030532
True,True,False,True,False,False,True,40,60,-0.18781605473260726,0.5,0.0,-0.5634481641978217,0.0
True,True,True,True,False,False,True,40,60,-0.18781605473260726,0.5,0.0,-0.5634481641978217,0.0
False,True,True,True,False,False,False,30,70,-0.18949261558827146,1.1666666666666667,-9.586321051253698,0.545704748693665,8.47213845579522
False,False,True,True,False,True,False,30,70,-0.26254692167522187,0.3333333333333333,-0.7876407650256656,0.0,0.0
False,False,True,True,False,False,True,40,60,-0.2779390121546821,2.5,6.702770032476613,-6.943592739811766,-0.592994329128893
False,True,True,True,True,False,True,40,60,-0.3677110211267376,0.16666666666666666,0.0,-1.1031330633802128,0.0
True,True,True,True,True,False,True,40,60,-0.3677110211267376,0.16666666666666666,0.0,-1.1031330633802128,0.0
True,True,False,True,True,False,True,40,60,-0.3677110211267376,0.16666666666666666,0.0,-1.1031330633802128,0.0
True,False,False,True,True,False,False,40,60,-0.7485468992165623,3.6666666666666665,5.819638432892216,0.6802095419496057,-8.745488672491508
True,True,False,False,False,True,False,20,80,-0.8438059482506163,0.0,-2.5314178447518487,0.0,0.0
True,False,False,True,True,False,True,20,80,-1.0315729570578727,0.0,0.0,0.0,-3.0947188711736184
True,False,False,True,True,True,False,40,60,-1.4499429147505385,0.3333333333333333,0.0,-4.3498287442516155,0.0
True,True,False,True,True,True,False,40,60,-1.4499429147505385,0.3333333333333333,0.0,-4.3498287442516155,0.0
False,False,True,True,True,False,False,30,70,-1.5551505129909917,1.0,-21.551904089138006,-3.3133710444207765,20.19982359458581
False,False,False,True,True,False,True,30,70,-1.695744003344805,1.1666666666666667,0.0,13.4964946610175,-18.583726671051913
False,True,True,True,False,True,False,40,60,-1.7694028038609533,0.3333333333333333,0.0,0.0,-5.30820841158286
False,True,True,True,False,True,True,40,60,-1.7694028038609533,0.3333333333333333,0.0,0.0,-5.30820841158286
True,True,False,True,True,False,False,40,60,-1.797330459572714,2.0,3.965683901766992,-2.3304554298939517,-7.027219850591182
True,False,True,True,True,False,False,30,70,-1.7981907953395715,1.0,-21.551904089138006,-4.042491891466515,20.19982359458581
False,False,False,True,True,True,False,30,70,-1.8501346236257394,0.8333333333333334,-10.70423374816345,12.539894252634976,-7.386064375348744
False,True,True,True,True,False,False,30,70,-1.8789349137996976,0.3333333333333333,-5.636804741399093,0.0,0.0
True,True,True,True,True,False,False,30,70,-1.8789349137996976,0.3333333333333333,-5.636804741399093,0.0,0.0
False,True,True,True,False,False,True,40,60,-1.9572188585935606,0.8333333333333334,0.0,-0.5634481641978217,-5.30820841158286
False,False,True,True,False,True,False,40,60,-2.031949725536175,0.6666666666666666,-0.7876407650256656,0.0,-5.30820841158286
False,True,True,True,False,False,False,40,60,-2.1867411712292744,2.5,-11.019206249621838,-0.3918426940302533,4.850825429964267
False,True,False,False,False,True,True,20,80,-2.2150874050640716,0.0,-6.645262215192216,0.0,0.0
False,False,False,True,False,True,True,20,80,-2.2150874050640716,0.16666666666666666,-6.645262215192216,0.0,0.0
False,False,False,False,False,True,True,20,80,-2.2150874050640716,0.16666666666666666,-6.645262215192216,0.0,0.0
False,True,False,True,False,True,True,20,80,-2.2150874050640716,0.0,-6.645262215192216,0.0,0.0
False,False,False,True,True,False,True,20,80,-2.2725319285174,0.3333333333333333,0.0,-8.305509510400178,1.487913724847978
True,False,True,False,False,True,False,20,80,-2.2993353641990177,0.0,0.0,0.0,-6.898006092597053
True,True,True,True,False,False,False,20,80,-2.6426916557312814,0.5,-8.473779715887508,0.545704748693665,0.0
True,True,False,True,False,False,False,20,80,-2.7468545578169286,1.0,-1.7590485715532678,0.545704748693665,-7.027219850591182
True,True,True,True,False,False,False,30,70,-3.0135387675200116,0.8333333333333334,-9.586321051253698,0.545704748693665,0.0
True,False,False,False,False,True,False,20,80,-3.143141312449634,0.0,-2.5314178447518487,0.0,-6.898006092597053
True,True,False,True,False,False,False,30,70,-3.4063908991473935,1.8333333333333333,-5.8708660963729065,0.545704748693665,-4.894011349762939
False,True,True,False,True,False,True,20,80,-3.4912154859700193,0.0,-10.473646457910057,0.0,0.0
False,False,True,False,True,False,True,20,80,-3.4912154859700193,0.0,-10.473646457910057,0.0,0.0
True,True,True,True,True,False,False,20,80,-3.5334578263968206,0.16666666666666666,-10.600373479190461,0.0,0.0
False,True,True,True,True,False,False,20,80,-3.5334578263968206,0.16666666666666666,-10.600373479190461,0.0,0.0
True,False,True,True,True,False,False,20,80,-3.5334578263968206,0.16666666666666666,-10.600373479190461,0.0,0.0
False,False,True,True,True,False,False,20,80,-3.5334578263968206,0.16666666666666666,-10.600373479190461,0.0,0.0
False,False,True,True,False,False,True,30,70,-3.5767347894977153,1.8333333333333333,6.702770032476613,-25.50565658485906,8.072682183889302
False,False,True,True,False,False,False,20,80,-3.589832814218452,3.1666666666666665,-0.9518304273889222,-13.260626864549574,3.4429588492831398
True,True,True,True,False,False,False,40,60,-3.8036829812173636,1.8333333333333333,-11.019206249621838,-0.3918426940302533,0.0
True,True,False,True,True,False,False,30,70,-4.221341530663425,0.6666666666666666,-5.636804741399093,0.0,-7.027219850591182
False,False,False,True,True,False,False,40,60,-4.687897986943476,7.0,1.0114251128179763,2.4212177588329276,-17.49633683248133
True,False,True,True,False,False,False,20,80,-4.737485763979499,2.1666666666666665,-0.9518304273889222,-13.260626864549574,0.0
True,False,True,True,False,False,False,40,60,-5.052852845955794,4.166666666666667,-2.3712217305802863,-17.311576758719703,4.524239951432607
False,False,False,True,True,False,True,40,60,-5.114938205911102,2.0,-9.005565249316149,12.24447730263476,-18.583726671051913
False,True,False,True,False,False,False,30,70,-5.494625060028424,8.5,2.1985365493427,8.725722047366213,-27.408133776794187
True,False,True,True,False,False,True,30,70,-5.556579845386652,1.1666666666666667,8.778333977701402,-25.50565658485906,0.0575830709977021
True,False,False,False,False,True,False,40,60,-5.612172639925895,4.166666666666667,-1.520928311216585,1.9503699538968355,-17.265959562457933
True,False,False,False,False,False,True,40,60,-5.715828023341418,10.666666666666666,-3.944119355287279,3.3598563812348603,-16.563221095971837
False,False,False,False,True,True,True,40,60,-5.762772421800736,2.0,-2.7335911123877565,-16.372040316991598,1.8173141639771462
False,True,False,False,True,True,True,40,60,-5.762772421800736,2.0,-2.7335911123877565,-16.372040316991598,1.8173141639771462
True,False,True,True,False,False,False,30,70,-5.783147191113906,3.1666666666666665,-2.8093215210303835,-19.064360003743943,4.524239951432607
True,False,True,True,False,False,True,40,60,-5.830503756240054,1.5,8.778333977701402,-26.327428317419265,0.0575830709977021
True,True,False,True,True,False,False,20,80,-5.875864443260548,0.3333333333333333,-10.600373479190461,0.0,-7.027219850591182
True,False,False,True,False,False,False,20,80,-6.211766695518625,3.6666666666666665,10.111877077606701,-15.627031360553689,-13.120145803608885
True,False,True,False,True,True,True,40,60,-6.592674938624294,0.16666666666666666,0.0,-19.778024815872886,0.0
True,False,True,False,True,True,True,30,70,-6.592674938624294,0.0,0.0,-19.778024815872886,0.0
True,False,True,False,False,True,True,30,70,-6.592674938624294,0.0,0.0,-19.778024815872886,0.0
True,True,False,False,False,True,True,30,70,-6.592674938624294,0.0,0.0,-19.778024815872886,0.0
False,True,True,False,True,True,True,30,70,-6.592674938624294,0.0,0.0,-19.778024815872886,0.0
True,False,False,False,False,True,True,30,70,-6.592674938624294,0.0,0.0,-19.778024815872886,0.0
True,False,False,False,True,True,True,30,70,-6.592674938624294,0.0,0.0,-19.778024815872886,0.0
False,True,True,False,True,True,True,40,60,-6.592674938624294,0.16666666666666666,0.0,-19.778024815872886,0.0
True,True,True,False,False,True,True,30,70,-6.592674938624294,0.0,0.0,-19.778024815872886,0.0
True,True,True,False,True,True,True,40,60,-6.592674938624294,0.16666666666666666,0.0,-19.778024815872886,0.0
False,False,True,False,True,True,True,30,70,-6.592674938624294,0.0,0.0,-19.778024815872886,0.0
True,True,True,False,True,True,True,30,70,-6.592674938624294,0.0,0.0,-19.778024815872886,0.0
True,True,False,False,True,True,True,30,70,-6.592674938624294,0.0,0.0,-19.778024815872886,0.0
False,False,True,False,True,True,True,40,60,-6.592674938624294,0.16666666666666666,0.0,-19.778024815872886,0.0
False,False,False,False,False,True,True,30,70,-6.5927821026219675,3.8333333333333335,5.878216143822024,-23.137970717611232,-2.5185917340766917
False,True,False,True,False,False,True,30,70,-6.746799803737787,2.8333333333333335,-8.085762320278844,11.872385007321263,-24.027022098255777
True,False,False,True,True,False,False,20,80,-6.834946500706578,0.5,-10.600373479190461,0.0,-9.90446602292927
False,False,False,True,True,True,True,30,70,-6.901203639940046,0.16666666666666666,0.0,0.0,-20.703610919820136
False,True,False,True,True,True,True,30,70,-6.901203639940046,0.16666666666666666,0.0,0.0,-20.703610919820136
True,False,True,True,True,False,False,40,60,-6.934109076709198,2.5,-24.544045729483177,-1.550094723694051,5.291813223049635
False,False,False,True,False,False,True,40,60,-6.938143997147073,10.0,-15.606088474544444,24.908785697887904,-30.117129214784676
False,True,False,True,True,True,False,30,70,-6.981523773143388,0.6666666666666666,-12.780854652244999,12.539894252634976,-20.703610919820136
False,False,True,True,True,False,False,40,60,-7.04951792144648,2.8333333333333335,-24.544045729483177,-1.8963212579058975,5.291813223049635
False,True,True,False,True,False,False,20,80,-7.270525743522875,0.3333333333333333,-10.600373479190461,0.0,-11.211203751378163
True,True,True,False,True,False,False,20,80,-7.270525743522875,0.3333333333333333,-10.600373479190461,0.0,-11.211203751378163
False,False,True,True,False,True,True,30,70,-7.743813994846482,0.16666666666666666,-23.231441984539448,0.0,0.0
False,False,True,False,False,True,False,20,80,-7.801844828738362,0.3333333333333333,0.0,0.0,-23.405534486215085
False,False,True,True,False,False,False,30,70,-7.834870801370308,4.166666666666667,-2.8093215210303835,-18.896423630637248,-1.7988672524432925
False,False,False,True,False,True,True,40,60,-7.8612553871537605,3.0,-3.71136759079127,16.215913983582464,-36.088312554252475
False,False,False,True,True,True,True,40,60,-7.987485087912479,0.6666666666666666,-8.154287680856154,0.0,-15.808167582881282
False,True,False,True,True,True,True,40,60,-7.987485087912479,0.6666666666666666,-8.154287680856154,0.0,-15.808167582881282
False,False,False,True,False,False,False,20,80,-8.526977715801316,17.5,4.78201274742458,3.047537538026357,-33.41048343285489
True,False,False,True,False,True,False,30,70,-8.559876841148292,0.3333333333333333,0.0,0.0,-25.679630523444875
True,True,False,True,False,True,False,30,70,-8.559876841148292,0.3333333333333333,0.0,0.0,-25.679630523444875
True,True,False,False,False,False,True,40,60,-8.779672878412004,6.5,-9.505778073556659,23.076673916591005,-39.90991447827036
True,True,False,False,True,False,True,40,60,-8.903867511761698,3.1666666666666665,-16.053099970307805,23.856801936738027,-34.51530450171531
False,False,False,True,True,True,False,40,60,-8.969975618605176,1.6666666666666667,-15.174033736215165,-4.3498287442516155,-7.386064375348744
False,True,False,True,False,False,False,20,80,-8.978229095061375,4.166666666666667,16.586178763715086,-16.56099800417321,-26.959868044725997
False,True,False,True,True,False,True,30,70,-9.056139778449934,0.6666666666666666,0.0,0.0,-27.168419335349803
True,False,False,True,True,False,False,30,70,-9.138153823412631,1.8333333333333333,-21.551904089138006,-4.042491891466515,-1.8200654896333712
True,False,False,True,False,False,False,40,60,-9.18220735555133,6.333333333333333,6.5135862152843504,-8.921589972335875,-25.138618309602467
True,True,True,True,True,False,False,40,60,-9.215380213212395,1.1666666666666667,-26.713681669791367,-0.9324589698458174,0.0
False,True,True,True,True,False,False,40,60,-9.215380213212395,1.3333333333333333,-26.713681669791367,-0.9324589698458174,0.0
False,True,False,True,False,True,False,40,60,-9.297154536357489,3.6666666666666665,-23.364810031127636,6.260603915800322,-10.78725749374515
False,False,True,True,False,False,False,40,60,-9.43460586009805,5.833333333333333,-2.3712217305802863,-18.054059488426176,-7.87853636128768
False,False,True,True,False,True,True,40,60,-9.513216798707436,0.6666666666666666,-23.231441984539448,0.0,-5.30820841158286
True,True,False,False,False,True,False,40,60,-9.806651222715328,3.8333333333333335,-9.526456303151553,-2.627537802536495,-17.265959562457933
False,False,False,True,True,False,False,20,80,-10.709679170035518,1.1666666666666667,-10.600373479190461,18.987628967093826,-40.51629299800992
True,True,False,False,False,False,False,30,70,-10.828241194602995,13.5,-21.18788595584846,26.9003740546395,-38.19721168260002
False,False,False,True,False,True,False,40,60,-11.390012111376057,4.333333333333333,-24.293944132611788,0.9111652922287661,-10.78725749374515
False,True,False,True,False,True,True,40,60,-11.469254253529842,2.3333333333333335,-8.202099160315147,11.092957305514739,-37.298620905789114
True,False,False,False,True,False,True,20,80,-11.672029387243466,0.0,0.0,0.0,-35.016088161730394
True,True,False,False,True,False,True,20,80,-11.672029387243466,0.0,0.0,0.0,-35.016088161730394
True,True,False,False,False,False,False,40,60,-11.740031194542338,18.666666666666668,-23.062609234419007,32.45135189807955,-44.608836247287556
False,True,False,False,False,False,True,40,60,-11.745137335202642,23.5,-33.30142542219821,37.629752397777104,-39.56373898118682
False,False,True,False,True,False,False,20,80,-12.045042758607028,1.5,-27.08202654398546,-0.705357281697705,-8.347744450137917
False,True,False,True,True,False,True,40,60,-12.425705882682054,1.3333333333333333,-9.005565249316149,-1.1031330633802128,-27.168419335349803
True,False,True,True,False,False,True,20,80,-12.451938229125954,0.8333333333333334,-11.850158102518805,-25.50565658485906,0.0
True,False,False,True,False,False,False,30,70,-12.550592097823898,5.333333333333333,3.9609296301740704,-15.179400221291306,-26.43330570235446
True,True,True,False,False,False,False,30,70,-12.636363547969312,4.833333333333333,-16.922622230701514,0.5609783281541603,-21.547446741360588
False,True,True,False,False,False,False,30,70,-12.700219745157812,5.5,-19.69451363618765,-5.024860537966647,-13.381285061319137
False,True,False,False,False,True,True,30,70,-12.74434721836525,2.8333333333333335,-0.5890064672954498,-23.137970717611232,-14.506064470189074
False,True,False,True,True,False,False,40,60,-13.008900275505752,4.333333333333333,-10.515552738770506,0.7164205297925719,-29.227568617539323
False,True,False,True,True,True,False,40,60,-13.012959663403459,1.6666666666666667,-18.88088266307748,-4.3498287442516155,-15.808167582881282
False,True,False,True,False,False,True,40,60,-13.138679652552579,4.166666666666667,-21.375614090455063,10.239578405914763,-28.280003273117437
True,False,False,False,False,False,True,30,70,-13.214973476132283,8.833333333333334,-4.450473000444621,8.612951931284618,-43.80739935923684
False,False,False,False,False,True,False,30,70,-13.334460245037768,11.5,-27.747891503813616,-37.57744439540629,25.3219551641066
False,True,False,True,False,True,False,20,80,-13.359830330612102,0.5,-6.645262215192216,0.0,-33.43422877664409
False,False,False,True,False,True,False,20,80,-13.359830330612102,0.5,-6.645262215192216,0.0,-33.43422877664409
False,False,False,False,True,True,True,30,70,-13.493878578564342,0.16666666666666666,0.0,-19.778024815872886,-20.703610919820136
False,True,False,False,True,True,True,30,70,-13.493878578564342,0.16666666666666666,0.0,-19.778024815872886,-20.703610919820136
False,False,False,False,False,True,False,40,60,-13.54822024619026,19.0,-21.6235294425994,-55.87173630205946,36.850605006088074
False,False,True,True,False,False,True,20,80,-14.682773350158007,1.1666666666666667,-11.850158102518805,-25.50565658485906,-6.692505363096157
True,True,False,False,False,False,True,30,70,-14.795605375521067,3.8333333333333335,-0.47638937937587444,5.400563551407589,-49.310990298594916
False,True,False,False,True,False,True,20,80,-15.163244873213486,0.0,-10.473646457910057,0.0,-35.016088161730394
True,True,False,False,False,False,True,20,80,-15.444485971880987,1.0,-8.092145652212789,0.545704748693665,-38.78701701212384
False,False,False,True,True,False,False,30,70,-15.503349583536922,4.333333333333333,-29.949171646420247,0.9354597282908106,-17.49633683248133
True,False,True,False,True,False,False,20,80,-15.68866425123501,1.1666666666666667,-35.14943172062917,-0.705357281697705,-11.211203751378163
False,False,True,False,False,False,False,20,80,-15.922564959189822,6.5,-7.8509742883764,-10.500977121747557,-29.41574346744551
False,True,False,False,False,False,True,30,70,-16.27861442883624,16.333333333333332,17.231141993604048,-35.50678429408279,-30.560200986029972
True,True,True,False,False,False,True,20,80,-16.410184317474734,0.6666666666666666,-8.092145652212789,0.545704748693665,-41.68411204890508
False,True,False,True,True,False,False,30,70,-16.411080506947105,2.3333333333333335,-15.06016070927001,-0.7446071154936784,-33.42847369607762
False,False,False,False,True,False,False,20,80,-16.73794915726443,3.5,-18.63870352874366,2.5278503169029243,-34.10299425995256
False,False,False,False,True,False,True,20,80,-16.907389036496394,0.5,-10.473646457910057,-8.305509510400178,-31.943011141178946
False,True,False,True,True,False,False,20,80,-17.32958558887403,0.5,-10.600373479190461,0.0,-41.388383287431616
