SMA_200,VWAP,Fib_50,Bullish_Engulfing,Daily_Pivots,MACD,Vol_SMA,Stoch_Buy,Stoch_Sell,Avg_Overall_%,Avg_Bull_%,Avg_Bear_%,SPXL,SPXS
True,False,False,False,False,False,True,30,70,0.04052179531821576,7.471963293401229,-7.390919702764798,7.471963293401229,-7.390919702764798
True,False,True,False,False,False,True,40,60,0.04052179531821576,7.471963293401229,-7.390919702764798,7.471963293401229,-7.390919702764798
True,False,True,False,False,False,True,30,70,0.04052179531821576,7.471963293401229,-7.390919702764798,7.471963293401229,-7.390919702764798
False,True,True,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,False,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,False,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,False,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,False,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,False,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,False,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,False,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,False,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,False,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,False,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,False,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,True,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,True,False,False,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,False,False,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,False,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,False,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,False,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,False,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,False,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,True,True,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,False,False,30,70,0.0,0.0,0.0,0.0,0.0
False,True,True,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,False,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,False,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,False,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,False,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,False,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,False,True,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,True,False,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,False,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,False,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,False,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,True,True,False,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,False,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,True,False,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,True,False,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,False,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
False,False,True,False,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,False,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,False,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
False,False,False,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
False,False,True,True,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,False,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,False,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,False,False,20,80,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,False,False,30,70,0.0,0.0,0.0,0.0,0.0
True,True,False,True,False,False,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,False,True,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,False,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,False,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,False,True,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,False,True,40,60,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,False,True,30,70,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,False,True,20,80,0.0,0.0,0.0,0.0,0.0
True,False,True,True,True,True,False,40,60,0.0,0.0,0.0,0.0,0.0
True,True,False,False,True,False,False,20,80,0.0,0.0,0.0,0.0,0.0
False,False,False,False,False,False,False,20,80,-0.06369223031559823,9.576480217834682,-9.703864678465878,9.576480217834682,-9.703864678465878
False,True,True,False,False,False,True,40,60,-0.07061272026775445,6.056465142482015,-6.197690583017524,6.056465142482015,-6.197690583017524
False,True,True,False,False,False,False,40,60,-0.4406794995205967,5.31633158397633,-6.197690583017524,5.31633158397633,-6.197690583017524
True,True,True,False,False,False,False,40,60,-0.4406794995205967,5.31633158397633,-6.197690583017524,5.31633158397633,-6.197690583017524
False,False,False,False,False,True,True,30,70,-0.8589756230147403,12.627196911753913,-14.345148157783393,12.627196911753913,-14.345148157783393
True,True,False,False,False,False,False,40,60,-0.8946320163583601,4.4084265503008035,-6.197690583017524,4.4084265503008035,-6.197690583017524
True,True,False,False,False,False,False,30,70,-0.8946320163583601,4.4084265503008035,-6.197690583017524,4.4084265503008035,-6.197690583017524
False,False,True,False,False,False,False,20,80,-1.3192196323596472,4.798095451450535,-7.436534716169829,4.798095451450535,-7.436534716169829
True,False,False,False,False,False,False,20,80,-1.3192196323596472,4.798095451450535,-7.436534716169829,4.798095451450535,-7.436534716169829
True,False,True,False,False,False,False,20,80,-1.3192196323596472,4.798095451450535,-7.436534716169829,4.798095451450535,-7.436534716169829
False,False,False,False,False,True,False,40,60,-1.3215402278785477,11.704431055553922,-14.347511511311017,11.704431055553922,-14.347511511311017
True,False,False,False,False,True,False,40,60,-1.4186989689701834,0.0,-2.837397937940367,0.0,-2.837397937940367
False,False,False,True,False,False,True,40,60,-1.7143979808858179,0.2809710017855904,-3.709766963557226,0.2809710017855904,-3.709766963557226
False,False,True,True,False,False,False,40,60,-1.7410261239118707,4.172007898115715,-7.654060145939456,4.172007898115715,-7.654060145939456
False,True,True,False,True,False,False,30,70,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
True,False,True,False,True,False,True,40,60,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
False,False,True,False,True,False,True,30,70,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
True,False,True,False,True,False,True,30,70,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
False,False,True,False,True,False,True,40,60,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
True,True,True,False,True,False,False,30,70,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
True,True,True,False,True,False,True,40,60,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
True,True,False,False,True,False,True,40,60,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
True,True,False,False,True,False,True,30,70,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
True,False,False,False,True,False,True,30,70,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
False,True,True,False,True,False,False,40,60,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
False,True,True,False,True,False,True,40,60,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
False,True,False,False,True,False,True,30,70,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
False,True,True,False,True,False,True,30,70,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
True,False,False,False,True,False,True,40,60,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
True,True,True,False,True,False,False,40,60,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
True,True,True,False,True,False,True,30,70,-1.7467973582917407,-3.4935947165834813,0.0,-3.4935947165834813,0.0
False,False,False,True,False,False,True,30,70,-1.854883481778613,0.0,-3.709766963557226,0.0,-3.709766963557226
False,False,True,True,False,False,False,20,80,-1.8646796640058083,0.0,-3.7293593280116166,0.0,-3.7293593280116166
True,False,False,True,False,False,False,20,80,-1.8646796640058083,0.0,-3.7293593280116166,0.0,-3.7293593280116166
True,False,True,True,False,False,False,20,80,-1.8646796640058083,0.0,-3.7293593280116166,0.0,-3.7293593280116166
False,False,True,False,False,False,True,30,70,-1.9371227868000385,3.5166741291647208,-7.390919702764798,3.5166741291647208,-7.390919702764798
False,False,False,True,False,False,False,40,60,-2.005295437783705,-3.604810518502488,-0.4057803570649221,-3.604810518502488,-0.4057803570649221
False,False,True,False,True,False,False,20,80,-2.4225162542526713,0.0,-4.8450325085053425,0.0,-4.8450325085053425
True,False,True,False,True,False,False,20,80,-2.4225162542526713,0.0,-4.8450325085053425,0.0,-4.8450325085053425
True,False,False,False,True,False,False,20,80,-2.4225162542526713,0.0,-4.8450325085053425,0.0,-4.8450325085053425
False,True,False,False,False,False,True,20,80,-2.4309913470575815,0.0,-4.861982694115163,0.0,-4.861982694115163
False,True,True,False,False,False,True,20,80,-2.4309913470575815,0.0,-4.861982694115163,0.0,-4.861982694115163
True,True,False,False,False,False,True,20,80,-2.4309913470575815,0.0,-4.861982694115163,0.0,-4.861982694115163
True,True,True,False,False,False,True,20,80,-2.4309913470575815,0.0,-4.861982694115163,0.0,-4.861982694115163
True,True,True,False,False,False,False,20,80,-2.4309913470575815,0.0,-4.861982694115163,0.0,-4.861982694115163
True,True,False,False,False,False,False,20,80,-2.4309913470575815,0.0,-4.861982694115163,0.0,-4.861982694115163
False,True,True,False,False,False,False,20,80,-2.4309913470575815,0.0,-4.861982694115163,0.0,-4.861982694115163
False,False,False,True,False,False,False,30,70,-2.521957600115204,-4.638134843165487,-0.4057803570649221,-4.638134843165487,-0.4057803570649221
